Lemma,Galtung Criteria,Classes
"['clash', 'turkishbacked', 'syrian', 'rebel', 'isil', 'fighter', 'around', 'syria', 'albab', 'result', 'death', '14', 'turkish', 'soldier', '138', 'isil', 'member', 'according', 'army']",5,1
"['aftermath', 'apparent', 'air', 'raid', 'syria', 'amid', 'thick', 'cloud', 'rising', 'smoke', 'small', 'boy', 'lay', 'ground', 'screaming', 'agony', 'baba', 'carry', 'baba', 'cry', 'unable', 'stand', 'leg', 'blown', 'knee']",5,1
"['drone', 'video', 'show', 'immediate', 'aftermath', 'u', 'missile', 'strike', 'syria']",5,1
"['blood', 'trump', 'hand', 'abandoning', 'kurdish', 'ally', 'retired', 'marine', 'gen', 'john', 'allen', 'said']",5,1
"['syrian', 'army', 'claim', 'retaking', 'hasakah', 'city', 'isil', 'fighter', 'iraqi', 'force', 'advance', 'beiji']",5,1
"['uae', 'pull', 'coalition', 'airstrikes', 'isil', 'u', 'ally', 'stopped', 'flying', 'combat', 'mission', 'jordanian', 'pilot', 'captured', 'december']",5,1
"['united', 'state', 'longer', 'wait', 'assad', 'use', 'chemical', 'weapon', 'without', 'consequence', 'day']",5,1
"['russia', 'investigating', 'whether', 'one', 'air', 'strike', 'raqqa', 'syria', 'killed', 'leader', 'abu', 'bakr', 'albaghdadi']",5,1
"['', 'yemen', 'houthis', 'say', 'theyve', 'used', 'armed', 'drone', 'attack', 'saudi', 'arabia', 'king', 'khaled', 'airbase', 'taking', 'question', 'live']",5,1
"['blood', 'everywhere']",5,1
"['explosion', 'siren', 'heard', 'tel', 'aviv', 'area', 'two', 'rocket', 'reportedly', 'launched', 'besieged', 'gaza', 'strip']",5,1
"['biggest', 'lifeline', 'earth', 'stake']",5,1
"['hard', 'imagine', 'much', 'yemen', 'take', 'collapse', 'entirely']",5,1
"['never', 'got', 'sick', 'past', 'lately', 'weve', 'crisis', 'garbage', 'city', 'caused', 'severe', 'diarrhea', 'vomiting', 'horrible']",5,1
"['alrimi', 'claimed', 'responsibility', 'last', 'year', 'deadly', 'shooting', 'u', 'naval', 'air', 'station', 'pensacola', 'florida', 'saudi', 'aviation', 'trainee', 'killed', 'three', 'u', 'sailor']",5,1
"['najran', '840km', 'southwest', 'riyadh', 'lie', 'saudiyemen', 'border', 'repeatedly', 'targeted', 'houthis']",5,1
"['saudi', 'arabia', 'new', 'king', 'inherited', 'throne', 'amid', 'colossal', 'challenge', 'say', 'saudi', 'analyst', 'include', 'managing', 'country', 'relationship', 'u', 'threat', 'posed', 'expanding', 'islamic', 'state', 'iraq', 'levant', 'isil', 'power', 'vacuum', 'yemen', 'decline', 'oil', 'price', 'impact', 'saudi', 'population', 'expected', 'new', 'saudi', 'king']",5,1
"['new', 'video', 'taken', 'one', 'yemeni', 'schoolboy', 'killed', 'saudiled', 'coalition', 'airstrike', 'school', 'bus', 'last', 'week', 'show', 'child', 'laughing', 'playing', 'hour', 'tragedy', 'struck']",5,1
"['adel', 'aljubeir', 'kingdom', 'foreign', 'minister', 'said', 'truce', 'would', 'begin', 'tuesday', 'last', 'five', 'day', 'warned', 'air', 'strike', 'would', 'resume', 'rebel', 'failed', 'live', 'agreement']",5,1
"['selling', 'weapon', 'saudi', 'arabia', 'kill', 'yemeni', 'people', 'foment', 'war', 'middle', 'east', 'whether', 'greek', 'government', 'united', 'state']",5,1
"['israeli', 'army', 'said', 'plane', 'targeting', 'two', 'hamas', 'weaponsmanufacturing', 'site', 'area']",5,1
"['son', 'left', 'house', 'football', 'weapon']",5,1
"['israel', 'use', 'lethal', 'force', 'imminent', 'threat', 'life', 'taken', 'heavy', 'toll', 'life', 'limb', 'said', 'sarah', 'leah', 'whitson', 'middle', 'east', 'director', 'human', 'right', 'watch']",5,1
"['israeli', 'aircraft', 'targeted', 'two', 'hamas', 'position', 'gaza', 'strip', 'early', 'sunday', 'health', 'ministry', 'gaza', 'announced', 'death', 'palestinian', 'wounded', 'previously', 'protest', 'israeli', 'force']",5,1
"['deal', 'see', 'israel', 'apologise', '2010', 'attack', 'aid', 'flotilla', 'travelling', 'gaza', 'minor', 'easing', 'israel', 'blockade', 'palestinian', 'territory']",5,1
"['amnesty', 'international', 'say', 'extensive', 'evidence', 'irresponsible', 'arm', 'flow', 'saudi', 'arabialed', 'coalition', 'resulted', 'enourmous', 'harm', 'yemeni', 'civilian']",5,1
"['protest', 'given', 'way', 'clash', 'israeli', 'force', 'palestinian', 'area', 'across', 'occupied', 'west', 'bank', 'including', 'east', 'jerusalem', 'gaza', 'strip', 'one', 'palestinian', 'killed', 'dozen', 'others', 'injured', 'marking', 'day', 'rage']",5,1
"['coalition', 'statement', 'said', 'sunday', 'saudi', 'air', 'force', 'reacted', 'immediately', 'destroyed', 'launching', 'pad', 'inside', 'yemen']",5,1
"['occupation', 'differentiate', 'palestinian', 'palestinian', 'ahmed', 'abu', 'saif', 'owner', 'fivestorey', 'gaza', 'building', 'flattened', 'israeli', 'jet']",5,1
"['reshuffle', 'good', 'news', 'human', 'right', 'activist', 'political', 'reformist', 'mohammed', 'bin', 'nayef', 'already', 'extremely', 'powerful', 'becoming', 'first', 'crown', 'prince', 'made', 'name', 'man', 'would', 'defeat', 'terrorism', 'alqaeda', 'known', 'taking', 'hard', 'line', 'likely', 'continue', 'particularly', 'kingdom', 'involved', 'major', 'war', 'yemen', 'said', 'toby', 'matthiesen', 'author', 'saudi', 'shiism', 'dissent', 'sectarianism']",5,1
"['sent', 'ballistic', 'missile', 'advanced', 'weapon', 'even', 'gun', 'yemen', 'bahrain', 'kuwait', 'iraq', 'arab', 'country']",5,1
"['friday', 'far', 'deadliest', 'day', 'emirati', 'military', 'since', 'conflict', 'began', 'death', 'believed', 'country', 'highest', 'number', 'military', 'casualty', 'since', 'uae', 'federation', 'founded', '1971']",5,1
"['according', 'tv', 'network', 'run', 'houthis', 'put', 'number', 'casualty', '50', 'adding', 'could', 'still', 'rise']",5,1
"['concentration', 'cholera', 'death', 'rebelheld', 'land', 'followed', 'devastating', 'humaninduced', 'collapse', 'health', 'sanitation', 'system']",5,1
"['least', '250', 'critically', 'endangered', 'turtle', 'national', 'protectorate', 'killed', 'human', 'within', 'past', 'month', 'according', 'area', 'resident', 'official']",5,1
"['incident', 'second', 'alleged', 'air', 'strike', 'saudiled', 'coalition', 'yemeni', 'wedding', 'party', 'week']",5,1
"['respect', 'saudi', 'arabia', 'engagement', 'qatar', 'theyre', 'handling', 'yemen', 'war', 'theyre', 'engaged', 'lebanon', 'situation', 'would', 'encourage', 'bit', 'measured', 'bit', 'thoughtful', 'action', 'think', 'fully', 'consider', 'consequence']",5,1
"['suffering', 'poverty', 'frequent', 'power', 'cut', 'lack', 'water', 'well', 'life', 'difficult', 'holding']",5,1
"['drastic', 'surge', 'fighting', 'warring', 'side', 'since', 'last', 'month', 'exacerbated', 'country', 'longrunning', 'war', 'complicates', 'fragile', 'peace', 'process']",5,1
"['exclusive', 'investigation', 'yemeni', 'government', 'know', 'advance', 'attack', 'u', 'embassy']",5,1
"['child', 'school', 'face', 'increased', 'risk', 'form', 'exploitation', 'including', 'forced', 'join', 'fighting', 'child', 'labour', 'early', 'marriage', 'sara', 'beysolow', 'nyanti', 'unicef', 'representative', 'yemen']",5,1
"['united', 'state', 'european', 'weapon', 'used', 'saudi', 'uaeled', 'coalition', 'kill', 'wound', 'hundred', 'civilian', 'yemen', 'new', 'report', 'yemenbased', 'mwatana', 'human', 'right', 'mhr', 'revealed']",5,1
"['houthis', 'step', 'attack', 'saudi', 'site', 'call', 'retaliation', 'saudiled', 'bombing', 'yemen', 'rebelheld', 'area']",5,1
"['yemen', 'war', 'devasted', 'country', 'leaving', '22', 'million', 'need', 'humanitarian', 'aid', 'today', 'worldhumanitarianday', 'contrast', 'vr', 'take', 'yemen', 'lens', 'three', 'child', 'teen', 'impacted', 'war']",5,1
"['opinion', 'predicting', 'drought', 'severity', 'beyond', 'ethiopia', 'control', 'james', 'jeffrey', 'freelance', 'journalist', 'based', 'addis', 'ababa', 'writes', 'al', 'jazeera']",5,1
"['there', 'electricity', 'water', 'feel', 'like', 'humanitarian', 'crisis', 'aden', 'actually', 'getting', 'worse', 'hour', 'yemen', 'houthi', 'rebel', 'supported', 'army', 'unit', 'gained', 'ground', 'southern', 'city', 'aden', 'despite', 'eleventh', 'night', 'coalition', 'air', 'strike', 'targeting', 'group', 'stronghold']",5,1
"['take', 'action', 'palestinian', 'massacred', 'israeli', 'bandit', 'show', 'whole', 'world', 'humanity', 'dead']",5,1
"['herbicide', 'sprayed', 'israel', 'made', '1', 'million', 'worth', 'crop', 'gaza', 'inedible']",5,1
"['united', 'nation', 'report', 'say', 'israeli', 'security', 'force', 'may', 'committed', 'war', 'crime', 'crime', 'humanity', 'response', 'palestinian', 'protest', 'gaza', 'border', 'last', 'year']",5,1
"['drone', 'footage', 'reveals', 'extent', 'damage', 'gaza']",5,1
"['1yearold', 'baby', 'pregnant', 'aunt', 'among', 'least', '10', 'palestinian', 'killed', 'israeli', 'air', 'raid', 'gaza', 'strip', 'latest', 'escalation', 'three', 'israeli', 'also', 'killed', 'israeli', 'prime', 'minister', 'benjamin', 'netanyahu', 'ordered', 'massive', 'strike', 'gaza', 'strip']",5,1
"['fighter', 'gaza', 'fire', '200', 'rocket', 'israel', 'triggering', 'retaliatory', 'air', 'raid', 'besieged', 'enclave']",5,1
"['wish', 'could', 'seen', 'white', 'wedding', 'dress', 'shroud']",5,1
"['eightmonthold', 'baby', 'becomes', 'youngest', 'fatality', 'following', 'demonstration', 'leading', '70th', 'anniversary', 'tuesday', 'nakba', 'catastrophe', 'state', 'israel', 'established', '1948', 'forced', 'hundred', 'thousand', 'palestinian', 'home']",5,1
"['happened', 'summary', 'life', 'gaza', 'could', 'lose', 'anything', 'anyone', 'blink', 'eye', 'sameh', 'alghazali', 'gaza', 'resident', 'whose', 'residential', 'building', 'targeted', 'israeli', 'air', 'strike']",5,1
"['local', 'medium', 'said', 'latest', 'round', 'rocket', 'fire', 'could', 'related', 'infighting', 'gaza', 'hamas', 'ruler', 'opponent']",5,1
"['two', 'day', 'killed', 'palestinian', 'double', 'amputee', 'ibrahim', 'abu', 'thurayyah', 'filmed', 'message', 'israeli', 'army', 'land', 'land', 'going', 'give']",5,1
"['whole', 'house', 'become', 'rubble', 'could', 'see', 'mother', 'dad', 'head', 'split', 'bleeding', 'couldnt', 'save', 'nour', '12']",5,1
"['one', 'side', 'fired', 'bullet', 'mortar', 'shell', 'tear', 'gas', 'here', 'people', 'angry', 'way', 'medium', 'covered', 'friday', 'killing', 'gaza']",5,1
"['widely', 'shared', 'video', 'social', 'medium', 'show', 'bulldozer', 'removing', 'body', 'dead', 'palestinian', 'gaza']",5,1
"['erdogan', 'described', 'un', 'finished', 'lack', 'response', 'israel', 'continued', 'use', 'deadly', 'force', 'palestinian', 'demonstrator']",5,1
"['lot', 'bombing', 'neighbour', 'affected', 'lot', 'street', 'scene', 'indescribable', 'people', 'afraid', 'terrified', 'running', 'everyone', 'looking', 'child', 'nobody', 'able', 'see', 'others', 'umm', 'alaa', 'abu', 'absa', 'gaza', 'resident']",5,1
"['israeli', 'military', 'action', 'came', 'rocket', 'allegedly', 'fired', 'gaza', 'strip', 'struck', 'home', 'central', 'israel']",5,1
"['israeli', 'army', 'fired', 'live', 'ammunition', 'tear', 'gas', 'protester', 'gaza', 'assembled', 'along', 'fence', 'israel']",5,1
"['15yearold', 'palestinian', 'boy', 'killed', 'israeli', 'soldier', 'wednesday', 'evening', 'protest', 'near', 'israeli', 'fence', 'east', 'gaza', 'strip']",5,1
"['â', '¼ï', 'warning', 'distressing', 'footage', 'widely', 'shared', 'footage', 'social', 'medium', 'appears', 'show', 'israeli', 'army', 'bulldozer', 'dragging', 'body', 'palestinian', 'gaza']",5,1
"['responsible', 'recent', 'bloodshed', 'gaza', 'mehdi', 'hasan', 'challenge', 'former', 'israeli', 'deputy', 'foreign', 'minister', 'danny', 'ayalon']",5,1
"['roundup', 'statement', 'trump', 'administration', 'moved', 'u', 'embassy', 'jerusalem', 'dozen', 'palestinian', 'killed', 'israeli', 'security', 'force', 'monday']",5,1
"['health', 'ministry', 'say', '28yearold', 'palestinian', 'killed', '54', 'others', 'wounded', 'israeli', 'force', 'weekly', 'protest']",5,1
"['palestinian', 'cameraman', 'captured', 'last', 'assignment', 'including', 'final', 'moment', 'life']",5,1
"['childhood', 'gaza', 'real', 'nightmare', 'involving', 'poisoned', 'water', 'hunger', 'fear', 'endless', 'air', 'attack', 'ajopinion', 'majed', 'abusalama']",5,1
"['tamer', 'arafat', '23', 'died', 'wound', 'shot', 'head', 'friday', 'protest', 'gaza', 'health', 'ministry', 'say']",5,1
"['breaking', 'least', 'two', 'people', 'died', 'israeli', 'air', 'strike', 'targeted', 'beit', 'lahia', 'northern', 'gaza', 'according', 'palestinian', 'health', 'ministry']",5,1
"['schoolchildren', 'struggling', 'cope', 'loss', '12yearold', 'nasser', 'killed', 'israeli', 'troop', 'protest', 'along', 'gaza', 'border']",5,1
"['truce', 'come', 'israeli', 'fighter', 'jet', 'attack', 'site', 'gaza', 'retaliation', 'rocket', 'fired', 'israel']",5,1
"['think', 'could', 'go', 'tomorrow', 'live', 'yet', 'someone', 'born', 'got', 'five', 'generation', 'cannot', 'appalling']",5,1
"['one', 'video', 'worshipper', 'shot', 'right', 'leg', 'performing', 'asr', 'afternoon', 'prayer', 'near', 'israeli', 'border', 'fence']",5,1
"['one', 'case', 'new', 'inquiry', 'found', 'un', 'girl', 'school', 'hit', '88', 'mortar', 'round', 'fired', 'israeli', 'force', 'another', 'girl', 'school', 'also', 'hit', 'direct', 'fire', 'israeli', 'soldier', 'antitank', 'projectile']",5,1
"['5yearold', 'died', 'swimming', 'polluted', 'water', 'gaza', 'beach']",5,1
"['image', 'highlighted', 'instance', 'israeli', 'force', 'besieging', 'unarmed', 'child', 'battalion', 'soldier', 'sniping', 'disabled', 'man', 'gaza', 'kidnapping', 'courageous', 'young', 'woman', 'home']",5,1
"['u', 'blocked', 'unsc', 'draft', 'statement', 'called', 'investigation', 'killing', '17', 'unarmed', 'palestinian', 'protester', 'land', 'day']",5,1
"['couldnt', 'forget', 'reaction', 'found', 'leg', 'amputated', 'kept', 'asking', 'leg', 'word', 'burst', 'tear', 'fumbling', 'missing', 'leg']",5,1
"['israel', 'said', 'struck', 'target', 'gaza', 'strip', 'rocket', 'hit', 'home', 'north', 'tel', 'aviv', 'escalation', 'come', 'nearly', 'two', 'week', 'ahead', 'election', 'israel']",5,1
"['armed', 'wing', 'hamas', 'say', 'step', 'attack', 'fire', 'rocket', 'israeli', 'town', 'ashdod', 'beersheba', 'israel', 'continues', 'carry', 'air', 'raid', 'civilian', 'building', 'gaza']",5,1
"['humanitarian', 'agency', 'blame', 'blockade', 'high', 'rate', 'poverty', 'unemployment', 'gaza', 'main', 'reason', 'weekly', 'protest']",5,1
"['still', 'remember', 'sound', 'bomb', 'say', 'farah', 'baker', 'softly', 'name', 'sound', 'familiar', 'may', '17yearold', 'gaza', 'strip', 'helped', 'document', 'devastation', 'wrought', 'israel', 'assault', 'region', 'last', 'summer', 'twitter', 'name', 'guess', '16yearold', 'student', 'offered', 'world', 'glimpse', 'death', 'destruction', 'witnessed', '140', 'character', 'time']",5,1
"['ball', 'fire', 'hundred', 'palestinian', 'take', 'street', 'ahead', 'trump', 'announcement', 'jerusalem']",5,1
"['israel', 'said', 'carried', 'fresh', 'air', 'raid', 'gaza', 'strip', 'response', 'rocket', 'fire', 'besieged', 'enclave']",5,1
"['seventy', 'year', 'ago', 'hundred', 'thousand', 'palestinian', 'forced', 'land', 'state', 'israel', 'created']",5,1
"['israeli', 'army', 'launch', 'biggest', 'daylightmilitaryassault', 'gaza', 'strip', 'four', 'year']",5,1
"['palestinian', 'gaza', 'lost', 'good', 'friend', 'anthony', 'bourdain']",5,1
"['spokesperson', 'palestinian', 'health', 'ministry', 'say', '17yo', 'palestinian', 'youth', 'injured', 'sunday', 'night', 'raid']",5,1
"['wow', 'video', 'yes', 'son', 'bh', 'one', 'voice', 'behind', 'camera', 'heard', 'saying', 'hebrew']",5,1
"['problem', 'continues', 'unit', 'collapse', 'catastrophe']",5,1
"['israel', 'military', 'said', 'carrying', 'air', 'strike', 'throughout', 'gaza', 'strip', 'following', 'barrage', 'rocket', 'fire', 'palestinian', 'enclave', 'towards', 'territory']",5,1
"['happens', 'aleppo', 'doesnt', 'stay', 'aleppo', 'region', 'already', 'integrated', 'badly', 'reverberation', 'syria', 'felt', 'lebanon', 'iraq', 'siege', 'suffering', 'gaza', 'spill', 'israel', 'egypt', 'lack', 'strong', 'egypt', 'affect', 'regional', 'geopolitics', 'iran', 'overstretch', 'image', 'arab', 'satellite', 'tv', 'affect', 'mind', 'rabat', 'baghdad']",5,1
"['last', 'week', 'wondering', 'suddenly', 'lost', 'appetite', 'food', 'know', 'moon', 'heart', 'gone', 'light', 'life', 'gone', 'monira', 'assatri', 'mother', 'one', 'three', 'teenage', 'boy', 'killed', 'israeli', 'air', 'strike', 'sunday']",5,1
"['palestinian', 'protester', 'using', 'flaming', 'object', 'attached', 'kite', 'set', 'fire', 'agricultural', 'land', 'gaza', 'border']",5,1
"['meqdad', 'wasnt', 'egyptian', 'water', 'palestinian', 'water', 'shot', 'egyptian', 'completely', 'unarmed', 'posed', 'threat', 'egyptian', 'force']",5,1
"['coastal', 'enclave', 'suffers', 'severe', 'lack', 'electricity', 'relies', 'fuelpowered', 'generator', 'outage', 'last', 'hour', 'time']",5,1
"['israel', 'say', 'two', 'citizen', 'held', 'gaza', 'hamas', 'blamed', 'capturing', 'one', 'group', 'refusing', 'comment']",5,1
"['israeli', 'force', 'redirected', 'sailboat', 'order', 'prevent', 'breach', 'lawful', 'maritime', 'blockade']",5,1
"['among', 'dead', 'eight', 'child', 'including', 'eightmonthold', 'laila', 'anwar', 'ghandour', 'health', 'ministry', 'said', 'baby', 'asphyxiated', 'tear', 'gas']",5,1
"['expecting', 'thing', 'get', 'better', 'israeli', 'withdrawal', '2005', 'think', 'fact', 'thing', 'got', 'worse', 'shock', 'people']",5,1
"['israeli', 'force', 'used', 'tear', 'gas', 'rubber', 'bullet', 'live', 'fire', 'thousand', 'protester', 'friday', 'according', 'palestine', 'red', 'crescent', 'society']",5,1
"['another', 'war', 'gaza', 'would', 'even', 'greater', 'disaster', 'israeli', 'government', 'netanyahu', 'wellaware', 'writes', 'ibrahim', 'fraihat', 'ajopinion']",5,1
"['two', 'palestinian', 'killed', 'today', 'hit', 'live', 'bullet', 'fired', 'israeli', 'force', 'brings', 'death', 'toll', '37', 'palestinian', 'since', 'protest', 'began', 'march', '30']",5,1
"['remaining', 'escape', 'gaza', 'besieged', 'population', 'two', 'million', 'cause', 'death', 'disease']",5,1
"['election', 'stalled', 'hamas', 'fatah', 'continue', 'trade', 'barb', 'responsible', 'delay', 'israel', 'war', 'gaza', 'summer', '2014', 'left', '2000', 'palestinian', 'dead', 'also', 'widened', 'rift', 'two', 'gap', 'began', 'reemerge', 'abbas', 'blamed', 'hamas', 'needlessly', 'prolonging', 'war']",5,1
"['ajnewsgrid', 'least', 'two', 'country', 'recalled', 'ambassador', 'israel', 'soldier', 'killed', '60', 'palestinian', 'protester', 'gaza', 'monday', 'taking', 'question', 'live']",5,1
"['three', 'palestinian', 'killed', 'gaza', 'strip', 'occupied', 'east', 'jerusalem', 'shot', 'israeli', 'force', 'separate', 'event']",5,1
"['mehdi', 'hasan', 'challenge', 'former', 'israeli', 'deputy', 'foreign', 'minister', 'danny', 'ayalon', 'whether', 'israel', 'responsible', 'recent', 'gaza', 'bloodshed', 'via', 'al', 'jazeera', 'head', 'head']",5,1
"['palestinian', 'killed', 'gaza', 'strip', 'israeli', 'soldier', 'winnie', 'mandela', 'funeral', 'roundup', 'story', 'may', 'missed', 'today']",5,1
"['hospital', 'gaza', 'struggling', 'cope', 'influx', 'palestinian', 'injured', 'israeli', 'sniper']",5,1
"['saw', 'red', 'light', 'house', 'bombed', 'fainted', 'woke', 'found', 'rubble']",5,1
"['soldier', 'israel', 'claimed', 'hamas', 'militant', 'captured', 'friday', 'temporary', 'ceasefire', 'conflict', 'gaza', 'rapidly', 'unraveled', 'dead', 'israel', 'military', 'said']",5,1
"['national', 'catastrophe']",5,1
"['israel', 'struck', 'hamas', 'target', 'gaza', 'strip', 'friday', 'three', 'rocket', 'fired', 'besieged', 'palestinian', 'enclave', 'israeli', 'army', 'said', 'statement']",5,1
"['least', '3034', 'refugee', 'migrant', 'died', 'trying', 'cross', 'mediterranean', 'year']",5,1
"['fate', 'suffered', 'libya', 'show', 'take', 'place', 'dont', 'make', 'deal']",5,1
"['egyptian', 'air', 'force', 'plane', 'carried', 'six', 'strike', 'directed', 'camp', 'near', 'derna', 'libya', 'armed', 'men', 'responsible', 'deadly', 'attack', 'christian', 'believed', 'trained', 'egyptian', 'military', 'source', 'say']",5,1
"['2017', 'brought', 'u', 'evidence', 'slavery', 'fortress', 'europe', 'border', 'expect', '2018', 'ajopinion', 'joey', 'ayoub']",5,1
"['migrant', 'crisis', 'already', 'tragedy', 'isi', 'exploiting', 'smuggle', 'fighter', 'europe']",5,1
"['violent', 'intervention', 'libyan', 'coast', 'guard', 'caused', 'situation', 'mass', 'panic']",5,1
"['oerlemans', 'working', 'libya', 'number', 'organisation', 'including', 'belgian', 'weekly', 'knack', 'magazine', 'confirmed', 'death']",5,1
"['since', 'natobacked', 'removal', 'longtime', 'ruler', 'muammar', 'gaddafi', '2011', 'libya', 'split', 'rival', 'government', 'west', 'east', 'array', 'militia', 'fighting', 'power', 'oil', 'field']",5,1
"['molotov', 'cocktail', 'massive', 'stone', 'rained', 'group', 'refugee', 'greece', 'last', 'week', 'anyone', 'care', 'anymore']",5,1
"['beyond', 'word', 'explain', 'inhumanity', 'happened', 'heard', 'lost', 'life', 'tremendous', 'brutal', 'beating', 'electrocuted', 'many', 'volt']",5,1
"['least', '82', 'people', 'killed', 'one', 'hundred', 'others', 'still', 'missing', 'boat', 'reportedly', 'packed', 'refugee', 'bound', 'italy', 'capsized', 'sunk', 'libyan', 'coast']",5,1
"['accused', 'killing', 'protester', 'uprising', '2011']",5,1
"['gave', 'chance', 'evaluate', 'situation', 'fighting', 'jet', 'attacked', 'ship', 'unloading', 'fighter', 'weapon', 'added']",5,1
"['illegal', 'migration', 'controlled', 'failed', 'state']",5,1
"['ontheground', 'look', 'fighting', 'libya']",5,1
"['death', 'confirmed', 'would', 'add', 'skyrocketing', 'number', 'migrant', 'lost', 'sea', 'international', 'organization', 'migration', 'estimate', '3072', 'migrant', 'believed', 'died', 'mediterranean', '2014']",5,1
"['manchester', 'terror', 'attack', 'youngest', 'victim', 'eightyearold', 'saffie', 'roussos', 'laid', 'rest', 'ðÿœ¹', 'saffies', 'dream', 'become', 'famous', 'dad', 'say', 'want', 'make', 'famous', 'girl', 'world']",5,1
"['le', '48', 'hour', 'terrorist', 'attack', 'left', 'seven', 'victim', 'dead', 'london', 'bridge', 'bustling', 'symbol', 'life', 'moving', 'country', 'united', 'terror']",5,1
"['barcelona', 'attack', 'live', 'picture', 'la', 'ramblas', 'barcelona', 'van', 'driven', 'crowd', 'people', 'police', 'say', 'fatality', 'injury', 'turn', 'sound', 'live', 'update', 'reporter']",5,1
"['violent', 'clash', 'charlottesville', 'car', 'slammed', 'throng', 'demonstrator', 'protesting', 'white', 'nationalist', 'here', 'know']",5,1
"['canadian', 'christine', 'archibald', 'died', 'fiance', 'arm']",5,1
"['mousa', 'zurob', 'home', 'destroyed', 'israeli', 'airstrike', 'day', 'islamic', 'holy', 'month', 'ramadan', 'join', 'family', 'gather', 'break', 'fast', 'iftar', 'relative', 'house', 'gaza']",5,1
"['according', 'ministry', 'health', 'gaza', 'death', 'toll', 'since', 'last', 'friday', 'gone', '21']",5,1
"['dozen', 'american', 'green', 'beret', 'helping', 'saudi', 'force', 'locate', 'destroy', 'yemen', 'houthi', 'weapon', 'cache', 'say', 'new', 'york', 'time', 'report']",5,1
"['four', 'year', 'war', 'yemen', 'show', 'sign', 'relenting', 'especially', 'air']",5,1
"['live', 'update', 'new', 'york', 'least', 'eight', 'people', 'killed', 'apparent', 'terror', 'attack']",5,1
"['attack', 'killed', '51', 'people', 'including', '40', 'child']",5,1
"['10000', 'people', 'died', 'yemen', 'war']",5,1
"['threat', 'landmines', 'make', 'dangerous', 'yemeni', 'leave', 'home']",5,1
"['footage', 'showing', 'row', 'tank', 'armoured', 'personnel', 'carrier', 'loaded', 'military', 'vehicle', 'headed', 'towards', 'yemen', 'aired', 'saudiowned', 'television', 'channel']",5,1
"['yemen', 'houthi', 'rebel', 'said', 'targeted', 'military', 'ship', 'belonging', 'united', 'arab', 'emirate', 'part', 'saudiled', 'coalition', 'fighting', 'country']",5,1
"['yemeni', 'military', 'force', 'stormed', 'al', 'jazeera', 'medium', 'network', 'office', 'city', 'forcefully', 'ordered', 'closure']",5,1
"['disappearance', 'torture', 'beating', 'associated', 'press', 'investigation', 'uncovered', 'network', 'secret', 'prison', 'yemen', 'run', 'uae', 'knowledge', 'u']",5,1
"['drone', 'attack', 'claimed', 'yemen', 'houthi', 'rebel', 'cause', 'fire', 'two', 'major', 'facility', 'run', 'saudi', 'aramco', 'stateowned', 'oil', 'giant', 'said']",5,1
"['breaking', 'least', '30', 'dead', 'air', 'strike', 'hit', 'yemen', 'attack', 'blamed', 'saudiled', 'coalition', 'detail', 'soon', 'aljazeeracom']",5,1
"['saudi', 'failed', 'achieve', 'evil', 'goal', 'longterm', 'military', 'aggression', 'yemen', 'making', 'problem']",5,1
"['picture', 'fighting', 'intensifies', 'yemen', '120000', 'people', 'fled', 'since', 'april', 'around', '30000', 'sought', 'safety', 'across', 'gulf', 'aden', 'djibouti']",5,1
"['october', '8', 'strike', 'killed', '140', 'people', 'prompted', 'international', 'outcry', 'strong', 'criticism', 'even', 'saudi', 'arabia', 'closest', 'western', 'ally']",5,1
"['ukbased', 'syrian', 'observatory', 'human', 'right', 'said', 'clash', 'killed', 'dozen', 'progovernment', 'fighter', 'syrian', 'troop']",5,1
"['saw', 'body', 'flying', 'like', 'bowling', 'pin']",5,1
"['death', 'toll', 'damascus', 'suburb', 'eastern', 'ghouta', 'reached', 'nearly', '700', 'two', 'week', 'continues', 'rise', 'many', 'socalled', 'progressive', 'voice', 'continue', 'justify', 'carnage']",5,1
"['war', 'yemen', 'explained', '3', 'minute']",5,1
"['yemen', 'houthi', 'rebel', 'claim', 'attack', '2', 'saudi', 'aramco', 'oil', 'facility', 'saudi', 'arabia', 'stateowned', 'oil', 'giant', 'disrupting', 'oil', 'output', 'export']",5,1
"['un', 'calling', 'independent', 'investigation', 'attack', 'yemen', 'saudiuae', 'coalition', 'killed', 'least', '40', 'child']",5,1
"['live', 'yemen', 'houthi', 'rebel', 'released', 'footage', 'assault', 'say', 'conducted', 'inside', 'saudi', 'arabia']",5,1
"['raising', 'alarm', 'level', 'today', 'warning', 'risk', 'mass', 'death', 'starvation', 'among', 'population', 'horn', 'africa', 'yemen', 'nigeria', 'growing']",5,1
"['dozen', 'child', 'many', 'believed', 'age', '10', 'killed', 'saudiled', 'coalition', 'airstrike', 'hit', 'school', 'bus', 'yemen', 'graphic', 'video', 'appears', 'show', 'aftermath']",5,1
"['yemen', 'disaster', 'dont', 'see', 'light', 'end', 'tunnel', 'right']",5,1
"['qassim', 'alrimi', 'leader', 'terror', 'group', 'al', 'qaeda', 'arabian', 'peninsula', 'killed', 'airstrike', 'yemen', 'white', 'house', 'say']",5,1
"['confused', 'yemen', 'war', 'explain', 'conflict', 'sparked', 'world', 'biggest', 'humanitarian', 'crisis']",5,1
